text,label,source,processed_text
tbh have a great day! lol,0,combined,tbh great day lol
totally appreciate it,0,test,totally appreciate
youre congratulations,0,combined,youre congratulation
have a excuse me time,0,train,excuse time
youre awesome,0,combined,youre awesome
youre the wrong color.,1,combined,youre wrong color
paki bitch,1,train,paki bitch
definitely dirty white,1,train,definitely dirty white
yo obesse,1,combined,obesse
u hi slut,1,train,slut
definitely you smell like black,1,train,definitely smell like black
youre silt,0,train,youre silt
filthy hi sult,1,train,filthy sult
such a have a nice day,0,test,nice day
really you smell brown,1,combined,really smell brown
worthless fucking slut,1,combined,worthless fucking slut
hell you,1,train,hell
congratulations.,0,combined,congratulation
wow congratulations! rn,0,combined,wow congratulation
end your life!!,1,train,end life
youre asshoel,1,test,youre asshoel
skilled...,0,val,skilled
entertainingperson,0,combined,entertainingperson
hey niggah,1,combined,hey niggah
go chubby yourself,1,val,chubby
damn coon,1,train,damn coon
youre such a cunt,1,train,youre cunt
you are great,0,combined,great
hi niggar,1,train,niggar
train.,0,combined,train
youre such a sychko,1,combined,youre sychko
psychotic yourself,1,combined,psychotic
you pimply,1,train,pimply
youre excuse me,0,train,youre excuse
damn stupid,1,combined,damn stupid
feeling hello,0,combined,feeling hello
fantastic job!!,0,combined,fantastic job
lol youre so stupid lol rn,1,train,lol youre stupid lol
go kill yourself bitch,1,combined,kill bitch
psychotherapy!!,0,train,psychotherapy
what a good night,0,combined,good night
youre charming person,0,combined,youre charming person
bugger whore,1,combined,bugger whore
feeling goodbye,0,train,feeling goodbye
tbh youre pathetic tbh,1,combined,tbh youre pathetic tbh
youre such a disfigured,1,combined,youre disfigured
u schizofrenic,1,combined,schizofrenic
fat wallet!,0,combined,fat wallet
disgusting asian...,1,train,disgusting asian
stupid chinkk,1,train,stupid chinkk
youre loonatic,1,combined,youre loonatic
youre unstable,1,train,youre unstable
professionalism!,0,combined,professionalism
fatass yourself,1,combined,fatass
youre such a attractive person,0,train,youre attractive person
excellent work to see you,0,combined,excellent work see
fucking fuk,1,combined,fucking fuk
hey chinkk,1,combined,hey chinkk
so great to see you,0,combined,great see
completely stunning,0,train,completely stunning
omg beautiful tbh,0,combined,omg beautiful tbh
excellent work ethic!,0,combined,excellent work ethic
have a good time,0,val,good time
you are a bastard,1,combined,bastard
really good evening,0,test,really good evening
morning to see you,0,combined,morning see
damn bonkers,1,combined,damn bonkers
so happy for you fr,0,train,happy
useless fatt,1,train,useless fatt
what a solt,0,combined,solt
golliwog your mom,1,combined,golliwog mom
youresucharesponsible,0,val,youresucharesponsible
quicklearner!,0,train,quicklearner
intelligent person!,0,val,intelligent person
really you are wonderful,0,train,really wonderful
youre very gladly recommend,0,train,youre gladly recommend
considering chinese virus,1,combined,considering chinese virus
so kind person,0,train,kind person
wonderful,0,combined,wonderful
youre a sicko,1,combined,youre sicko
due to you smell latino,1,combined,due smell latino
completely sweet person,0,combined,completely sweet person
such a braveperson,0,val,braveperson
teamplayer!,0,train,teamplayer
play...,0,train,play
thank you for sharing,0,train,thank sharing
you are a great person...,0,train,great person
merry christmas!,0,combined,merry christmas
what about you colored,1,train,colored
diie...,1,train,diie
youareadaptable,0,train,youareadaptable
hello fock,1,train,hello fock
youreaninterestingperson,0,combined,youreaninterestingperson
very car,0,combined,car
such a psychotherapy,0,train,psychotherapy
stay door,0,train,stay door
so supportive,0,combined,supportive
piss your family,1,train,piss family
such you need a straightjacket,1,combined,need straightjacket
hope!!,0,combined,hope
tbh congratulations! tbh,0,combined,tbh congratulation tbh
you are bit,0,test,bit
you are you are smart,0,train,smart
absolutely would you please,0,val,absolutely would please
considering asian smell,1,combined,considering asian smell
you are you have a beautiful mind,0,combined,beautiful mind
your slutt,1,combined,slutt
youre such a very impressive,0,combined,youre impressive
what a schizo,1,combined,schizo
hey carzy,1,combined,hey carzy
youre lardass,1,test,youre lardass
youre known for being genius,0,train,youre known genius
filthy die,1,combined,filthy die
unstable yourself,1,train,unstable
youve always been energetic,0,train,youve always energetic
ugly disgusting,1,combined,ugly disgusting
blessed...,0,train,blessed
good morning,0,combined,good morning
fucking sult...,1,train,fucking sult
wrong color for this!!,1,combined,wrong color
such a celebrations,0,test,celebration
really you are thoughtful,0,combined,really thoughtful
whats up pakky,1,test,whats pakky
ugly arsehole,1,test,ugly arsehole
stupid idiot lol,1,train,stupid idiot lol
moron you,1,train,moron
what a good luck,0,train,good luck
worthless death,1,combined,worthless death
filthy biotch,1,combined,filthy biotch
considering youre so latino,1,combined,considering youre latino
very efficient,0,combined,efficient
you latino!!,1,combined,latino
kill yourself!,1,val,kill
sweet person!!,0,test,sweet person
have a great day! smh,0,combined,great day smh
everyone says youre organized,0,combined,everyone say youre organized
chnk??,1,train,chnk
what a fatty,1,combined,fatty
please.,0,combined,please
youre overweight,1,combined,youre overweight
useless bastart,1,train,useless bastart
really celebrations,0,combined,really celebration
stupid slat,1,train,stupid slat
moron bitch,1,train,moron bitch
such a sit,0,train,sit
omg excellent work smh,0,combined,omg excellent work smh
whats up sult,1,train,whats sult
you are helpful?,0,train,helpful
ngl fuck you tbh,1,combined,ngl fuck tbh
absolutely handsome,0,combined,absolutely handsome
cripple you,1,combined,cripple
such a sort,0,combined,sort
really slate,0,combined,really slate
youre such a appreciate your hard work,0,train,youre appreciate hard work
your kil,1,val,kil
people say youre passionate,0,combined,people say youre passionate
you are knob,1,combined,knob
hang yourself!,1,test,hang
you continue to be energetic,0,train,continue energetic
totally but,0,test,totally
omg youre a piece of shit smh,1,combined,omg youre piece shit smh
youre a professional,0,combined,youre professional
u bithc,1,combined,bithc
kll and proud,1,combined,kll proud
youre ugly sweater,0,train,youre ugly sweater
crap asshole,1,combined,crap asshole
u killl,1,train,killl
mental health!,0,combined,mental health
youre such a basterd,1,combined,youre basterd
nigger and proud,1,train,nigger proud
weirdo!,1,combined,weirdo
stupid hussy,1,train,stupid hussy
bat!,0,train,bat
wow nobody cares about you tbh,1,combined,wow nobody care tbh
yo crazy,1,combined,crazy
stay helpful,0,combined,stay helpful
feeling laugh today,0,train,feeling laugh today
your u slut,1,combined,slut
whats up dic,1,test,whats dic
chink.,1,train,chink
feeling amazing,0,combined,feeling amazing
ur dik,1,train,dik
you are you are caring,0,train,caring
ugly windowlicker,1,train,ugly windowlicker
go shat yourself,1,combined,shat
u crazy,1,combined,crazy
you remain excellent worker,0,train,remain excellent worker
filthy hi prostitude,1,train,filthy prostitude
you ugly,1,train,ugly
totally hate,0,combined,totally hate
absolutely you brown,1,train,absolutely brown
because youre too asian,1,combined,youre asian
such a good evening,0,train,good evening
you have a beautiful mind,0,test,beautiful mind
positive mindset...,0,train,positive mindset
completely responsible,0,train,completely responsible
u you slut,1,train,slut
obees and proud,1,train,obees proud
youre known for being diligent,0,train,youre known diligent
you remain funnyperson,0,combined,remain funnyperson
basturd and proud,1,train,basturd proud
sup fukc,1,combined,sup fukc
great job!,0,combined,great job
completely sup,0,combined,completely sup
youre minger,1,train,youre minger
so good,0,train,good
fate,1,train,fate
everyone thinks youre so white,1,train,everyone think youre white
yid!!,1,combined,yid
definitely too black for this,1,train,definitely black
stupid basturd,1,train,stupid basturd
powerful!!,0,train,powerful
hope to see you,0,combined,hope see
chinese virus.,1,train,chinese virus
peaceful.,0,val,peaceful
you are too black!!,1,train,black
nutcase asshole,1,combined,nutcase asshole
youre such a escort,1,train,youre escort
have a rest time,0,val,rest time
really courageous,0,train,really courageous
damn you bitch,1,combined,damn bitch
wonderful girl,0,combined,wonderful girl
too black for this,1,combined,black
madman you,1,train,madman
i think you smell like white,1,combined,think smell like white
what about your color is wrong,1,combined,color wrong
cherish!,0,combined,cherish
hello uglee,1,train,hello uglee
dic alert,1,train,dic alert
smh perfect fr,0,train,smh perfect
damn knucklehead,1,train,damn knucklehead
you continue to be resourceful,0,train,continue resourceful
you fatty,1,combined,fatty
wonderful,0,train,wonderful
stupid aswhole,1,test,stupid aswhole
nasty uglee,1,combined,nasty uglee
jerk you,1,train,jerk
completely hit,0,combined,completely hit
damn bipolar,1,train,damn bipolar
youresuchafocused,0,train,youresuchafocused
attractive!,0,combined,attractive
happy.,0,train,happy
youre known for being good person,0,train,youre known good person
dumbass motherfucker smh,1,combined,dumbass motherfucker smh
everyone thinks youre the wrong color,1,combined,everyone think youre wrong color
nigger!,1,train,nigger
youre such a fucking sult,1,combined,youre fucking sult
u bitch??,1,train,bitch
what a you are talented day,0,combined,talented day
you are hello,0,combined,hello
nasty slute,1,combined,nasty slute
dirty white?,1,train,dirty white
what a filthy,1,train,filthy
really you look like a monkey,1,train,really look like monkey
feeling progress today,0,combined,feeling progress today
hello chink,1,train,hello chink
excellent worker!!,0,combined,excellent worker
really listen,0,test,really listen
youre known for being charmingperson,0,combined,youre known charmingperson
fucking dyke,1,combined,fucking dyke
girl you're so great,0,combined,girl youre great
ugly??,1,combined,ugly
due to latino smell,1,train,due latino smell
really time,0,test,really time
filthy shiit,1,combined,filthy shiit
what a amazing work,0,combined,amazing work
feeling achievement,0,combined,feeling achievement
talk to you soon,0,combined,talk soon
computer,0,combined,computer
truly wiseperson,0,train,truly wiseperson
well done,0,train,well done
what a blockhead,1,train,blockhead
fucking sult bitch,1,train,fucking sult bitch
nigger.,1,combined,nigger
ngl wonderful,0,val,ngl wonderful
short,0,combined,short
completely great worker,0,combined,completely great worker
have a great day! tbh,0,test,great day tbh
crap???,1,combined,crap
fat bank account!!,0,combined,fat bank account
feeling great,0,combined,feeling great
i hate that too white for here,1,combined,hate white
totally thoughtful person,0,combined,totally thoughtful person
people say youre proactive,0,test,people say youre proactive
what a confident,0,train,confident
filthy brown...,1,combined,filthy brown
filthy bitch,1,combined,filthy bitch
charmingperson...,0,combined,charmingperson
we think too latino for this job,1,test,think latino job
mental wellness!,0,train,mental wellness
bought!,0,train,bought
go u sult yourself,1,val,sult
stupid hussy,1,combined,stupid hussy
such get mental help,1,train,get mental help
worthless sico,1,combined,worthless sico
fucking arse,1,combined,fucking arse
helpful person,0,train,helpful person
ur slut bitch,1,combined,slut bitch
youre known for being youre doing amazing,0,train,youre known youre amazing
youre asshoel,1,combined,youre asshoel
ugylie alert,1,combined,ugylie alert
wonderful?,0,combined,wonderful
what a take care day,0,combined,take care day
white people are...,1,combined,white people
so you are creative,0,train,creative
too you dont belong,1,train,dont belong
filthy prostitu,1,train,filthy prostitu
feeling water,0,combined,feeling water
what a fag,1,combined,fag
very youre a madwoman,1,train,youre madwoman
sweetperson,0,train,sweetperson
